repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,jurisdiction,incident_type,damage_severity,incident_state,incident_country,total_loss,liability_percentage,exposure_type,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type
107,82,6588,174,3272.69,3272.88,3215.13,3236.04,2026-02-17,2026-02-28,Completed,Ford,F-150,2015,Open,Medium,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,39.91207504525437,First Party Collision,Collision,Closed,False,False,
108,82,6588,174,3466.63,3129.57,3367.54,3022.49,2026-02-17,2026-02-28,Completed,Ford,F-150,2015,Open,Medium,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,39.91207504525437,First Party Collision,Collision,Closed,False,False,
109,83,713,93,5481.35,5325.12,4972.3,4692.09,2025-08-16,2025-08-26,In Progress,Mercedes-Benz,C-Class,2018,Open,Medium,Weather Related,NJ,Vehicle Accident,Moderate,NJ,USA,False,91.14867134933976,Third Party Property Damage,Liability,Closed,False,False,
110,84,1849,188,3365.21,3154.01,3406.8,3238.93,2025-03-03,2025-03-23,Scheduled,Ford,Focus,2025,Open,Medium,Hit and Run,PA,Vehicle Accident,Severe,PA,USA,False,100.0,First Party Collision,Collision,Open,False,False,
111,84,1849,188,2940.52,2559.08,3245.48,2485.28,2025-03-03,2025-03-23,Completed,Ford,Focus,2025,Open,Medium,Hit and Run,PA,Vehicle Accident,Severe,PA,USA,False,100.0,First Party Collision,Collision,Open,False,False,
112,85,7668,89,1512.71,1285.21,1487.79,1262.91,2025-02-12,2025-02-16,In Progress,Honda,CR-V,2014,Closed,Low,Weather Related,NJ,Vandalism,Minor,NJ,USA,False,91.74241277734733,First Party Collision,Comprehensive,Closed,False,False,
113,86,7588,3,2359.69,2119.4,2566.23,2081.76,2025-03-12,2025-03-22,Completed,Subaru,Outback,2017,Closed,Low,Parking Lot Incident,FL,Vehicle Accident,Moderate,FL,USA,False,62.435452109815415,Third Party Property Damage,Liability,Closed,False,False,
114,87,4324,116,6307.06,6007.06,5172.34,5182.87,2026-02-19,2026-03-04,Completed,Chevrolet,Silverado,2012,Closed,Medium,Head-on Collision,PA,Vehicle Accident,Severe,PA,USA,False,55.602102334952434,Third Party Property Damage,Liability,Closed,False,False,
115,87,4324,116,4381.72,3988.83,4080.03,3801.07,2026-02-19,2026-03-04,In Progress,Chevrolet,Silverado,2012,Closed,Medium,Head-on Collision,PA,Vehicle Accident,Severe,PA,USA,False,55.602102334952434,Third Party Property Damage,Liability,Closed,False,False,
116,88,598,145,6230.69,5950.29,6903.46,5758.0,2025-07-22,2025-08-04,Completed,Chevrolet,Silverado,2022,Open,Medium,Rear-end Collision,TX,Vehicle Accident,Severe,TX,USA,False,76.23528364008071,Third Party Property Damage,Liability,Under Review,False,False,
117,89,3287,110,2612.69,2595.5,2374.55,2393.21,2025-05-09,2025-05-11,Completed,BMW,3 Series,2024,Closed,Low,Side Impact,IL,Parking Incident,Minor,IL,USA,False,94.53716417232017,First Party Collision,Comprehensive,Under Review,False,False,
118,90,4873,30,3060.37,2990.87,2660.51,2629.73,2026-06-17,2026-06-28,Completed,Honda,CR-V,2015,Closed,Low,Parking Lot Incident,CA,Vehicle Accident,Moderate,CA,USA,False,69.08265353258625,First Party Collision,Collision,Closed,False,False,
119,91,5422,96,2492.15,2419.04,2387.75,2436.27,2025-03-17,2025-03-23,Completed,Honda,Civic,2014,Open,Low,Parking Lot Incident,TX,Vehicle Accident,Moderate,TX,USA,False,61.36663816049499,Third Party Property Damage,Liability,Closed,False,False,
120,92,1798,174,4158.22,4025.24,3837.45,3710.36,2025-06-15,2025-07-01,In Progress,Toyota,Camry,2020,Open,Low,Hit and Run,CA,Vehicle Accident,Severe,CA,USA,False,100.0,Third Party Property Damage,Liability,Closed,True,False,
121,93,726,169,3750.34,3068.33,3501.12,3182.75,2026-04-27,2026-05-15,Completed,Toyota,Corolla,2017,Open,Medium,Side Impact,FL,Vehicle Accident,Severe,FL,USA,False,85.15755537090658,First Party Collision,Collision,Open,True,False,
122,94,3176,179,1200.37,1131.66,1237.99,1100.63,2025-10-03,2025-10-04,Completed,Toyota,Corolla,2015,Closed,Medium,Rear-end Collision,CA,Vandalism,Minor,CA,USA,False,53.41441408469428,First Party Collision,Comprehensive,Closed,True,False,
123,95,3387,59,1524.2,1431.06,3773.053158484906,1456.54,2025-11-24,2025-12-08,Scheduled,Ford,Focus,2024,Open,Low,Side Impact,OH,Vehicle Accident,Moderate,OH,USA,False,100.0,Third Party Property Damage,Liability,Under Review,False,True,invoice_spike
124,96,2196,138,8140.62,7625.53,7947.35,7558.84,2026-04-06,2026-05-08,In Progress,Honda,CR-V,2021,Open,Medium,Rear-end Collision,CA,Weather Damage,Total Loss,CA,USA,True,73.003013411558,First Party Collision,Comprehensive,Open,False,False,
125,97,4610,73,2619.68,2635.28,6304.396182891055,2468.1,2025-07-03,2025-07-14,Completed,Honda,CR-V,2013,Open,Low,Hit and Run,TX,Weather Damage,Moderate,TX,USA,False,99.49281598579205,First Party Collision,Comprehensive,Open,True,True,invoice_spike
126,98,6382,185,7443.78,7231.21,7388.46,6928.92,2026-05-26,2026-06-15,Completed,Tesla,Model 3,2015,Closed,Medium,Weather Related,NJ,Vehicle Accident,Severe,NJ,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
127,99,3400,92,5508.81,5425.2,5560.92,5399.72,2025-09-15,2025-09-29,In Progress,Chevrolet,Silverado,2024,Reopened,Medium,Hit and Run,CA,Vehicle Accident,Severe,CA,USA,False,78.1419851436301,Third Party Property Damage,Liability,Closed,False,False,
128,100,401,136,1367.56,1221.18,1336.33,1180.45,2026-01-24,2026-01-25,Completed,Jeep,Grand Cherokee,2025,Open,High,Side Impact,NJ,Parking Incident,Minor,NJ,USA,False,54.921059286223866,First Party Collision,Comprehensive,Open,True,False,
129,101,1728,114,1091.37,1098.32,1081.17,1102.6,2025-09-05,2025-09-12,Completed,Toyota,Camry,2016,Open,Low,Side Impact,CA,Weather Damage,Minor,CA,USA,False,82.64373237477248,First Party Collision,Comprehensive,Open,False,False,
130,101,1728,114,1288.55,1292.4,1490.59,1252.54,2025-09-05,2025-09-12,Completed,Toyota,Camry,2016,Open,Low,Side Impact,CA,Weather Damage,Minor,CA,USA,False,82.64373237477248,First Party Collision,Comprehensive,Open,False,False,
131,102,5830,46,3244.37,3121.72,4811.42,3118.73,2026-02-27,2026-03-09,Scheduled,Chevrolet,Silverado,2021,Open,Low,Side Impact,FL,Vehicle Accident,Moderate,FL,USA,False,100.0,First Party Collision,Collision,Open,False,False,
132,102,5830,46,2817.69,2770.85,4236.82,2870.95,2026-02-27,2026-03-09,In Progress,Chevrolet,Silverado,2021,Open,Low,Side Impact,FL,Vehicle Accident,Moderate,FL,USA,False,100.0,First Party Collision,Collision,Open,False,False,
133,103,3722,182,1600.61,1505.54,1679.0,1548.34,2025-04-26,2025-04-27,Completed,Ford,F-150,2019,Open,Medium,Hit and Run,CA,Vehicle Accident,Minor,CA,USA,False,82.18746050073366,Third Party Property Damage,Liability,Closed,False,False,
134,103,3722,182,1447.06,1272.47,1491.54,1314.92,2025-04-26,2025-04-27,Completed,Ford,F-150,2019,Open,Medium,Hit and Run,CA,Vehicle Accident,Minor,CA,USA,False,82.18746050073366,Third Party Property Damage,Liability,Closed,False,False,
135,104,2863,66,1025.73,956.76,1034.1,971.48,2025-04-25,2025-04-26,Completed,Honda,Civic,2025,Closed,High,Hit and Run,CA,Weather Damage,Minor,CA,USA,False,95.62473086724746,First Party Collision,Comprehensive,Closed,False,False,
136,105,4327,48,1462.82,1396.15,1496.97,1431.38,2025-11-17,2025-11-21,In Progress,Honda,CR-V,2016,Closed,Medium,Parking Lot Incident,CA,Parking Incident,Minor,CA,USA,False,70.69026366264032,First Party Collision,Comprehensive,Open,False,False,
137,106,7053,45,4809.6,4547.73,4032.36,3904.1,2025-01-24,2025-02-09,Completed,Jeep,Grand Cherokee,2018,Open,Low,Parking Lot Incident,FL,Vehicle Accident,Severe,FL,USA,False,90.05037342119319,Third Party Property Damage,Liability,Closed,False,False,
138,107,342,140,3976.51,3818.67,3637.61,3651.98,2025-01-16,2025-02-03,Completed,Toyota,Camry,2021,Closed,Low,Rear-end Collision,OH,Vehicle Accident,Severe,OH,USA,False,87.00860361910567,Third Party Property Damage,Liability,Closed,False,False,
139,108,1761,186,2536.04,2548.43,2617.07,2536.91,2025-06-16,2025-06-20,Completed,Ford,Focus,2010,Open,Low,Head-on Collision,CA,Weather Damage,Moderate,CA,USA,False,79.71630093349204,First Party Collision,Comprehensive,Open,False,False,
140,109,5075,159,8491.86,7441.09,8550.79,7404.55,2026-02-23,2026-03-26,In Progress,Honda,Civic,2011,Open,High,Side Impact,NY,Vehicle Accident,Total Loss,NY,USA,True,79.93761684784238,Third Party Property Damage,Liability,Closed,False,False,
141,110,4485,29,4713.08,4502.58,10752.001747263792,3990.23,2025-02-14,2025-02-15,Completed,Toyota,Camry,2017,Open,Medium,Rear-end Collision,FL,Vehicle Accident,Severe,FL,USA,False,79.97883914975118,Third Party Property Damage,Liability,Open,False,True,duration_mismatch
142,111,3228,137,1008.02,958.09,853.7,832.73,2026-02-02,2026-02-08,In Progress,Subaru,Outback,2012,Open,Medium,Rear-end Collision,IL,Vehicle Accident,Minor,IL,USA,False,97.1148945125484,Third Party Property Damage,Liability,Closed,False,False,
143,111,3228,137,1425.31,1492.57,1214.08,1269.82,2026-02-02,2026-02-08,In Progress,Subaru,Outback,2012,Open,Medium,Rear-end Collision,IL,Vehicle Accident,Minor,IL,USA,False,97.1148945125484,Third Party Property Damage,Liability,Closed,False,False,
144,112,7066,48,3787.0,3662.1,3273.74,3230.49,2025-02-05,2025-02-22,Scheduled,Hyundai,Elantra,2015,Open,High,Side Impact,NY,Vehicle Accident,Severe,NY,USA,False,75.59991976954912,Third Party Property Damage,Liability,Open,False,False,
145,112,7066,48,3527.64,3215.83,3566.4,3051.2,2025-02-05,2025-02-22,Scheduled,Hyundai,Elantra,2015,Open,High,Side Impact,NY,Vehicle Accident,Severe,NY,USA,False,75.59991976954912,Third Party Property Damage,Liability,Open,False,False,
146,113,3584,207,7497.21,6558.23,8701.8,6710.91,2026-05-08,2026-05-26,Completed,Ford,F-150,2018,Closed,Medium,Rear-end Collision,FL,Parking Incident,Severe,FL,USA,False,59.95852837663941,First Party Collision,Comprehensive,Open,False,False,
147,114,1731,200,11196.71,11177.99,11618.95,11508.36,2026-03-20,2026-04-15,Completed,Ford,F-150,2018,Closed,Medium,Weather Related,CA,Vehicle Accident,Total Loss,CA,USA,True,97.96158040615975,Third Party Property Damage,Liability,Open,False,False,
148,114,1731,200,9570.36,9059.74,8932.39,9089.22,2026-03-20,2026-04-15,Completed,Ford,F-150,2018,Closed,Medium,Weather Related,CA,Vehicle Accident,Total Loss,CA,USA,True,97.96158040615975,Third Party Property Damage,Liability,Open,False,False,
149,115,2974,1,715.9,620.28,683.27,627.4,2026-06-30,2026-07-01,Completed,Honda,Civic,2013,Open,Medium,Rear-end Collision,IL,Parking Incident,Minor,IL,USA,False,59.118597079627264,First Party Collision,Comprehensive,Closed,False,False,
150,116,318,131,10733.99,10324.31,14503.84,10212.45,2025-07-06,2025-08-08,Completed,Chevrolet,Silverado,2019,Closed,High,Side Impact,PA,Vehicle Accident,Total Loss,PA,USA,True,96.97758228453598,First Party Collision,Collision,Closed,True,False,
151,117,5743,190,1143.95,1163.08,1199.75,1224.94,2026-07-03,2026-07-05,In Progress,Honda,CR-V,2021,Open,Low,Side Impact,FL,Vehicle Accident,Minor,FL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
152,118,778,53,2094.3,1966.46,1685.77,1806.83,2025-04-02,2025-04-08,In Progress,Honda,Civic,2022,Open,Medium,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,73.72898699902257,Third Party Property Damage,Liability,Open,False,False,
153,119,1510,81,2274.58,2130.09,2352.38,2146.09,2025-03-15,2025-03-29,Completed,Jeep,Grand Cherokee,2011,Open,Medium,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,78.71066191233027,Third Party Property Damage,Liability,Open,False,False,
154,119,1510,81,3604.22,3036.54,3844.57,3034.62,2025-03-15,2025-03-29,Completed,Jeep,Grand Cherokee,2011,Open,Medium,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,78.71066191233027,Third Party Property Damage,Liability,Open,False,False,
155,120,2490,208,1350.86,1328.68,1501.41,1376.06,2025-04-03,2025-04-09,Completed,Ford,F-150,2024,Open,Medium,Weather Related,OH,Vehicle Accident,Minor,OH,USA,False,68.04893098529516,Third Party Property Damage,Liability,Open,False,False,
156,120,2490,208,1621.71,1571.16,1826.71,1590.24,2025-04-03,2025-04-09,Completed,Ford,F-150,2024,Open,Medium,Weather Related,OH,Vehicle Accident,Minor,OH,USA,False,68.04893098529516,Third Party Property Damage,Liability,Open,False,False,
157,121,2499,118,2317.64,2157.19,2331.53,2147.56,2025-02-17,2025-02-24,In Progress,Honda,Civic,2022,Closed,Low,Head-on Collision,NJ,Weather Damage,Moderate,NJ,USA,False,71.35486399373333,First Party Collision,Comprehensive,Open,True,False,
158,122,2164,184,1943.62,1856.88,2271.34,1842.36,2025-10-11,2025-10-20,Completed,Toyota,Corolla,2010,Closed,Medium,Rollover,NJ,Vehicle Accident,Moderate,NJ,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
159,122,2164,184,2155.06,1984.93,1797.1,1765.88,2025-10-11,2025-10-20,Completed,Toyota,Corolla,2010,Closed,Medium,Rollover,NJ,Vehicle Accident,Moderate,NJ,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
160,123,3706,88,2163.28,2116.39,2215.3,2178.38,2025-02-15,2025-02-27,Scheduled,Toyota,Corolla,2018,Open,Low,Parking Lot Incident,TX,Vehicle Accident,Moderate,TX,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
161,124,4588,169,2450.9858086313825,1982.09,2697.709883978896,2695.7742867638717,2025-08-23,2025-08-30,Completed,Toyota,Corolla,2008,Open,Medium,Rear-end Collision,NY,Vehicle Accident,Moderate,NY,USA,False,100.0,Third Party Property Damage,Liability,Under Review,False,True,combo
162,125,6784,21,4010.79,3590.53,4248.86,3669.56,2025-06-04,2025-06-15,In Progress,BMW,3 Series,2020,Closed,Medium,Parking Lot Incident,CA,Vehicle Accident,Moderate,CA,USA,False,20.038623092813722,Third Party Property Damage,Liability,Closed,True,False,
163,126,2159,167,7321.45,6908.9,7809.13,6718.12,2025-02-05,2025-02-22,Scheduled,Ford,F-150,2020,Open,Medium,Parking Lot Incident,FL,Vehicle Accident,Severe,FL,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
164,127,4819,161,3276.72,3061.85,3085.9,2947.33,2025-06-04,2025-06-22,In Progress,Hyundai,Elantra,2025,Closed,Low,Weather Related,NY,Vehicle Accident,Severe,NY,USA,False,100.0,First Party Collision,Collision,Under Review,False,False,
165,128,7202,189,767.14,716.41,1175.12,703.16,2025-11-11,2025-11-20,In Progress,Subaru,Outback,2011,Closed,Medium,Parking Lot Incident,PA,Parking Incident,Minor,PA,USA,False,97.2413956834912,First Party Collision,Comprehensive,Under Review,False,False,
166,129,5162,179,4548.11,4537.98,4793.06,4370.13,2025-06-14,2025-07-01,In Progress,Toyota,Camry,2015,Open,Medium,Side Impact,NJ,Weather Damage,Severe,NJ,USA,False,92.82159966289298,First Party Collision,Comprehensive,Under Review,False,False,
167,130,3831,116,2210.34,2100.3,2206.98,2117.21,2025-01-23,2025-01-31,Completed,Mercedes-Benz,C-Class,2010,Open,High,Rear-end Collision,OH,Parking Incident,Minor,OH,USA,False,83.62605835866592,First Party Collision,Comprehensive,Under Review,False,False,
168,131,4330,67,1137.08,1105.62,1117.4,1012.44,2025-09-13,2025-09-16,Completed,Subaru,Outback,2018,Open,Medium,Hit and Run,NJ,Vehicle Accident,Minor,NJ,USA,False,100.0,Third Party Property Damage,Liability,Open,True,False,
169,132,4978,65,978.4,851.25,938.26,846.98,2025-06-09,2025-06-14,In Progress,Nissan,Altima,2020,Open,Low,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,100.0,Third Party Property Damage,Liability,Under Review,False,False,
170,133,6278,29,9317.02,9389.26,9694.1,9307.57,2025-08-04,2025-08-30,Scheduled,Honda,CR-V,2014,Open,Low,Hit and Run,NY,Weather Damage,Total Loss,NY,USA,True,92.37846349818538,First Party Collision,Comprehensive,Open,False,False,
171,134,5783,135,1798.08,1751.4,1881.06,1683.01,2026-07-02,2026-07-05,Completed,Chevrolet,Silverado,2020,Closed,Medium,Side Impact,FL,Vehicle Accident,Minor,FL,USA,False,90.50654960784082,First Party Collision,Collision,Open,False,False,
172,134,5783,135,1569.68,1570.15,1490.43,1499.87,2026-07-02,2026-07-05,Scheduled,Chevrolet,Silverado,2020,Closed,Medium,Side Impact,FL,Vehicle Accident,Minor,FL,USA,False,90.50654960784082,First Party Collision,Collision,Open,False,False,
173,135,5094,215,1929.62,1839.89,1995.29,1872.61,2025-09-27,2025-10-02,Completed,Honda,Civic,2018,Open,Medium,Side Impact,FL,Vehicle Accident,Moderate,FL,USA,False,58.485184365305855,First Party Collision,Collision,Under Review,False,False,
174,136,5008,52,3109.08,3070.53,2781.84,2760.9,2026-02-05,2026-02-10,Completed,Jeep,Grand Cherokee,2019,Open,Low,Side Impact,IL,Weather Damage,Moderate,IL,USA,False,91.04867087328961,First Party Collision,Comprehensive,Closed,False,False,
175,136,5008,52,2598.09,2342.48,2660.43,2378.17,2026-02-05,2026-02-10,Completed,Jeep,Grand Cherokee,2019,Open,Low,Side Impact,IL,Weather Damage,Moderate,IL,USA,False,91.04867087328961,First Party Collision,Comprehensive,Closed,False,False,
176,137,324,176,3944.53,4000.42,3748.98,3780.42,2026-01-23,2026-02-09,In Progress,Ford,F-150,2014,Open,Medium,Side Impact,CA,Vehicle Accident,Severe,CA,USA,False,90.59121021420954,Third Party Property Damage,Liability,Open,False,False,
177,138,3239,28,2835.08,2844.44,2995.83,2892.62,2025-09-16,2025-09-17,Completed,Mercedes-Benz,C-Class,2014,Closed,Low,Parking Lot Incident,NC,Vehicle Accident,Minor,NC,USA,False,92.87737663892689,Third Party Property Damage,Liability,Under Review,False,False,
178,139,3795,48,2107.12,2159.27,2027.04,2010.01,2025-02-20,2025-02-25,Completed,Ford,F-150,2013,Closed,Low,Parking Lot Incident,NY,Vehicle Accident,Minor,NY,USA,False,75.20605663752963,Third Party Property Damage,Liability,Open,False,False,
179,140,2581,60,1338.88,1285.48,1335.34,1335.41,2025-01-14,2025-01-21,Completed,Jeep,Grand Cherokee,2025,Closed,Low,Rear-end Collision,IL,Vehicle Accident,Minor,IL,USA,False,68.95046383146908,Third Party Property Damage,Liability,Open,False,False,
180,141,260,179,4263.21,3878.22,3805.14,3847.67,2026-01-07,2026-01-25,In Progress,Nissan,Altima,2022,Closed,Low,Rear-end Collision,CA,Weather Damage,Severe,CA,USA,False,79.08436300379788,First Party Collision,Comprehensive,Open,False,False,
181,142,6520,145,1798.52,1738.87,1800.13,1741.7,2025-03-04,2025-03-10,Scheduled,Hyundai,Elantra,2023,Closed,Low,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,79.3170493508572,Third Party Property Damage,Liability,Open,False,False,
182,143,1782,11,4228.38,4039.16,4393.62,4337.14,2026-03-15,2026-04-01,In Progress,Toyota,Camry,2012,Open,Medium,Weather Related,NY,Vehicle Accident,Severe,NY,USA,False,67.61850408269439,First Party Collision,Collision,Open,False,False,
183,144,3918,30,1174.81,1165.74,1210.35,1130.47,2026-01-03,2026-01-08,In Progress,Ford,Focus,2013,Closed,Low,Rear-end Collision,OH,Vehicle Accident,Minor,OH,USA,False,65.47599061769641,Third Party Property Damage,Liability,Open,False,False,
184,145,702,98,2001.45,1843.58,2017.09,1770.79,2026-05-07,2026-05-10,Completed,Mercedes-Benz,C-Class,2017,Open,Medium,Rear-end Collision,FL,Vehicle Accident,Minor,FL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
185,145,702,98,1786.71,1756.33,1653.75,1635.01,2026-05-07,2026-05-10,Completed,Mercedes-Benz,C-Class,2017,Open,Medium,Rear-end Collision,FL,Vehicle Accident,Minor,FL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
186,146,882,83,4047.39,3671.52,3706.45,3827.06,2025-11-09,2025-11-26,Completed,Toyota,Camry,2014,Closed,High,Rear-end Collision,PA,Vehicle Accident,Severe,PA,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
187,147,2292,157,1992.95,2034.67,1964.87,1901.87,2025-08-06,2025-08-07,Completed,Mercedes-Benz,C-Class,2020,Open,Medium,Side Impact,IL,Vehicle Accident,Minor,IL,USA,False,98.22365725715473,Third Party Property Damage,Liability,Under Review,False,False,
188,148,1095,116,1906.84,1798.71,2056.61,1850.56,2025-10-24,2025-10-26,Completed,Ford,F-150,2014,Open,Low,Side Impact,GA,Weather Damage,Minor,GA,USA,False,79.89123156761215,First Party Collision,Comprehensive,Closed,False,False,
