line_item_id,claim_id,repair_id,vehicle_id,line_item_type,description,part_type,quantity,unit_cost,labor_hours,labor_rate,labor_type,line_total,part_action,part_action_is_synthetic
278,28,38,4142,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.35,1005.1,Body,356.15,,False
279,28,38,4142,Administrative Fee,Shop Supplies / Admin Fee,,,28.31,,,,28.31,,False
280,28,38,4142,Sales Tax,Sales Tax (CA 7.25%),,,172.29,,,,172.29,,False
281,29,39,3494,Part,Grille,OEM,1.0,3520.95,,,,3520.95,Repaired,True
282,29,39,3494,Labor,R&I / Replace - Grille,,,,1.11,1444.73,Body,1600.68,,False
283,29,39,3494,Towing,Flatbed Tow - 6mi,,1.0,132.66,,,,132.66,,False
284,29,39,3494,Administrative Fee,Shop Supplies / Admin Fee,,,336.65,,,,336.65,,False
285,29,39,3494,Sales Tax,Sales Tax (FL 6.00%),,,211.26,,,,211.26,,False
286,30,40,852,Part,Quarter Panel,OEM,1.0,1548.85,,,,1548.85,Repaired,True
287,30,40,852,Labor,R&I / Replace - Quarter Panel,,,,4.25,110.94,Frame,471.01,,False
288,30,40,852,Paint Labor,Refinish - Quarter Panel,,,,0.71,71.84,Paint,50.92,,False
289,30,40,852,Paint Materials,Paint Materials - Quarter Panel,,1.0,23.27,,,,23.27,,False
290,30,40,852,Administrative Fee,Shop Supplies / Admin Fee,,,145.82,,,,145.82,,False
291,30,40,852,Sales Tax,Sales Tax (FL 6.00%),,,92.93,,,,92.93,,False
292,31,41,5679,Part,Windshield,OEM,1.0,1927.38,,,,1927.38,Replaced,True
293,31,41,5679,Labor,R&I / Replace - Windshield,,,,2.74,427.27,Glass,1171.37,,False
294,31,41,5679,Part,Quarter Panel,OEM,1.0,2673.83,,,,2673.83,Replaced,True
295,31,41,5679,Labor,R&I / Replace - Quarter Panel,,,,13.99,621.03,Frame,8690.29,,False
296,31,41,5679,Paint Labor,Refinish - Quarter Panel,,,,5.23,340.51,Paint,1781.74,,False
297,31,41,5679,Paint Materials,Paint Materials - Quarter Panel,,1.0,1379.02,,,,1379.02,,False
298,31,41,5679,Towing,Flatbed Tow - 7mi,,1.0,134.65,,,,134.65,,False
299,31,41,5679,Storage,Storage - 13 days,,13.0,54.78,,,,712.14,,False
300,31,41,5679,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,121.89,,,,121.89,,False
301,31,41,5679,ADAS Calibration,ADAS Calibration - Forward Camera/Radar,,1.0,369.47,,,,369.47,,False
302,31,41,5679,Administrative Fee,Shop Supplies / Admin Fee,,,1182.01,,,,1182.01,,False
303,31,41,5679,Sales Tax,Sales Tax (CA 7.25%),,,333.59,,,,333.59,,False
304,32,42,512,Part,Door Panel - Passenger,Used/Recycled,1.0,2344.59,,,,2344.59,Replaced,True
305,32,42,512,Labor,R&I / Replace - Door Panel - Passenger,,,,3.03,366.78,Body,1112.27,,False
306,32,42,512,Rental/LOU,Rental Car - 5 days,,5.0,52.5,,,,262.52,,False
307,32,42,512,Administrative Fee,Shop Supplies / Admin Fee,,,117.63,,,,117.63,,False
308,32,42,512,Sales Tax,Sales Tax (TX 6.25%),,,146.54,,,,146.54,,False
309,33,43,734,Part,Tail Light Assembly,Used/Recycled,1.0,968.79,,,,968.79,Repaired,True
310,33,43,734,Labor,R&I / Replace - Tail Light Assembly,,,,0.3,936.57,Body,280.97,,False
311,33,43,734,Administrative Fee,Shop Supplies / Admin Fee,,,50.19,,,,50.19,,False
312,33,43,734,Sales Tax,Sales Tax (NY 8.00%),,,77.5,,,,77.5,,False
313,33,44,734,Part,Rear Bumper Cover,Aftermarket,1.0,752.55,,,,752.55,Repaired,True
314,33,44,734,Labor,R&I / Replace - Rear Bumper Cover,,,,1.24,196.78,Body,243.36,,False
315,33,44,734,Paint Labor,Refinish - Rear Bumper Cover,,,,0.72,198.08,Paint,143.16,,False
316,33,44,734,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,99.59,,,,99.59,,False
317,33,44,734,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,96.08,,,,96.08,,False
318,33,44,734,Sales Tax,Sales Tax (NY 8.00%),,,60.2,,,,60.2,,False
319,34,45,1108,Part,Headlight Assembly - Left,Reconditioned,1.0,925.64,,,,925.64,Repaired,True
320,34,45,1108,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.48,396.32,Body,190.36,,False
321,34,45,1108,Rental/LOU,Rental Car - 1 days,,1.0,50.02,,,,50.02,,False
322,34,45,1108,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,116.6,,,,116.6,,False
323,34,45,1108,Administrative Fee,Shop Supplies / Admin Fee,,,49.78,,,,49.78,,False
324,34,45,1108,Sales Tax,Sales Tax (IL 6.25%),,,57.85,,,,57.85,,False
325,34,46,1108,Part,Headlight Assembly - Left,OEM,1.0,370.8,,,,370.8,Repaired,True
326,34,46,1108,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.39,103.04,Body,40.67,,False
327,34,46,1108,Part,Front Bumper Cover,Used/Recycled,1.0,238.13,,,,238.13,Repaired,True
328,34,46,1108,Labor,R&I / Replace - Front Bumper Cover,,,,1.17,105.63,Body,123.22,,False
329,34,46,1108,Paint Labor,Refinish - Front Bumper Cover,,,,0.75,96.4,Paint,72.08,,False
330,34,46,1108,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,41.19,,,,41.19,,False
331,34,46,1108,Towing,Flatbed Tow - 31mi,,1.0,325.77,,,,325.77,,False
332,34,46,1108,Rental/LOU,Rental Car - 7 days,,7.0,33.19,,,,232.31,,False
333,34,46,1108,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,117.2,,,,117.2,,False
334,34,46,1108,Administrative Fee,Shop Supplies / Admin Fee,,,70.87,,,,70.87,,False
335,34,46,1108,Sales Tax,Sales Tax (IL 6.25%),,,38.06,,,,38.06,,False
336,35,47,4267,Part,Quarter Panel,Aftermarket,1.0,514.76,,,,514.76,Repaired,True
337,35,47,4267,Labor,R&I / Replace - Quarter Panel,,,,4.88,101.47,Frame,495.04,,False
338,35,47,4267,Paint Labor,Refinish - Quarter Panel,,,,1.69,52.26,Paint,88.45,,False
339,35,47,4267,Paint Materials,Paint Materials - Quarter Panel,,1.0,71.56,,,,71.56,,False
340,35,47,4267,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,96.19,,,,96.19,,False
341,35,47,4267,Administrative Fee,Shop Supplies / Admin Fee,,,85.22,,,,85.22,,False
342,35,47,4267,Sales Tax,Sales Tax (CA 7.25%),,,37.32,,,,37.32,,False
343,36,48,1847,Part,Quarter Panel,OEM,1.0,360.08,,,,360.08,Repaired,True
344,36,48,1847,Labor,R&I / Replace - Quarter Panel,,,,4.7,64.96,Frame,305.03,,False
345,36,48,1847,Paint Labor,Refinish - Quarter Panel,,,,1.62,34.0,Paint,55.2,,False
346,36,48,1847,Paint Materials,Paint Materials - Quarter Panel,,1.0,33.76,,,,33.76,,False
347,36,48,1847,Administrative Fee,Shop Supplies / Admin Fee,,,32.32,,,,32.32,,False
348,36,48,1847,Sales Tax,Sales Tax (FL 6.00%),,,21.6,,,,21.6,,False
349,36,49,1847,Part,Quarter Panel,OEM,1.0,334.35,,,,334.35,Repaired,True
350,36,49,1847,Labor,R&I / Replace - Quarter Panel,,,,2.87,64.23,Frame,184.12,,False
351,36,49,1847,Paint Labor,Refinish - Quarter Panel,,,,0.92,35.53,Paint,32.63,,False
352,36,49,1847,Paint Materials,Paint Materials - Quarter Panel,,1.0,20.22,,,,20.22,,False
353,36,49,1847,Part,Rear Bumper Cover,Used/Recycled,1.0,92.26,,,,92.26,Replaced,True
354,36,49,1847,Labor,R&I / Replace - Rear Bumper Cover,,,,1.28,36.3,Body,46.62,,False
355,36,49,1847,Paint Labor,Refinish - Rear Bumper Cover,,,,0.86,36.94,Paint,31.78,,False
356,36,49,1847,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,18.25,,,,18.25,,False
357,36,49,1847,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,85.24,,,,85.24,,False
358,36,49,1847,Administrative Fee,Shop Supplies / Admin Fee,,,31.21,,,,31.21,,False
359,36,49,1847,Sales Tax,Sales Tax (FL 6.00%),,,25.6,,,,25.6,,False
360,37,50,599,Part,Quarter Panel,OEM,1.0,698.67,,,,698.67,Replaced,True
361,37,50,599,Labor,R&I / Replace - Quarter Panel,,,,6.57,131.07,Frame,860.65,,False
362,37,50,599,Paint Labor,Refinish - Quarter Panel,,,,1.9,67.92,Paint,129.19,,False
363,37,50,599,Paint Materials,Paint Materials - Quarter Panel,,1.0,90.56,,,,90.56,,False
364,37,50,599,Towing,Flatbed Tow - 15mi,,1.0,189.86,,,,189.86,,False
365,37,50,599,Administrative Fee,Shop Supplies / Admin Fee,,,66.97,,,,66.97,,False
366,37,50,599,Sales Tax,Sales Tax (PA 6.00%),,,41.92,,,,41.92,,False
367,38,51,797,Part,Rear Bumper Cover,Used/Recycled,1.0,602.68,,,,602.68,Replaced,True
368,38,51,797,Labor,R&I / Replace - Rear Bumper Cover,,,,3.09,179.78,Body,555.48,,False
369,38,51,797,Paint Labor,Refinish - Rear Bumper Cover,,,,3.36,176.55,Paint,593.87,,False
370,38,51,797,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,289.65,,,,289.65,,False
371,38,51,797,Part,Tail Light Assembly,OEM,1.0,812.3,,,,812.3,Replaced,True
372,38,51,797,Labor,R&I / Replace - Tail Light Assembly,,,,1.02,180.86,Body,184.83,,False
373,38,51,797,Part,Quarter Panel,Aftermarket,1.0,1732.41,,,,1732.41,Replaced,True
374,38,51,797,Labor,R&I / Replace - Quarter Panel,,,,15.76,284.61,Frame,4485.48,,False
375,38,51,797,Rental/LOU,Rental Car - 22 days,,22.0,43.17,,,,949.81,,False
376,38,51,797,Administrative Fee,Shop Supplies / Admin Fee,,,429.11,,,,429.11,,False
377,38,51,797,Sales Tax,Sales Tax (CA 7.25%),,,228.19,,,,228.19,,False
378,39,52,3658,Part,Front Fender - Left,OEM,1.0,1553.45,,,,1553.45,Replaced,True
379,39,52,3658,Labor,R&I / Replace - Front Fender - Left,,,,2.01,344.41,Body,693.75,,False
380,39,52,3658,Paint Labor,Refinish - Front Fender - Left,,,,1.41,287.19,Paint,404.2,,False
381,39,52,3658,Paint Materials,Paint Materials - Front Fender - Left,,1.0,257.8,,,,257.8,,False
382,39,52,3658,Towing,Flatbed Tow - 25mi,,1.0,256.42,,,,256.42,,False
383,39,52,3658,Administrative Fee,Shop Supplies / Admin Fee,,,207.83,,,,207.83,,False
384,39,52,3658,Sales Tax,Sales Tax (NY 8.00%),,,124.28,,,,124.28,,False
385,40,53,1487,Part,Tail Light Assembly,OEM,1.0,1065.04,,,,1065.04,Replaced,True
386,40,53,1487,Labor,R&I / Replace - Tail Light Assembly,,,,0.35,363.56,Body,125.72,,False
387,40,53,1487,Rental/LOU,Rental Car - 1 days,,1.0,48.64,,,,48.64,,False
388,40,53,1487,Administrative Fee,Shop Supplies / Admin Fee,,,85.15,,,,85.15,,False
389,40,53,1487,Sales Tax,Sales Tax (OH 5.75%),,,61.24,,,,61.24,,False
390,40,54,1487,Part,Rear Bumper Cover,Used/Recycled,1.0,489.25,,,,489.25,Replaced,True
391,40,54,1487,Labor,R&I / Replace - Rear Bumper Cover,,,,1.19,209.61,Body,248.76,,False
392,40,54,1487,Paint Labor,Refinish - Rear Bumper Cover,,,,0.88,179.28,Paint,157.98,,False
393,40,54,1487,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,97.88,,,,97.88,,False
394,40,54,1487,Administrative Fee,Shop Supplies / Admin Fee,,,57.69,,,,57.69,,False
395,40,54,1487,Sales Tax,Sales Tax (OH 5.75%),,,28.13,,,,28.13,,False
396,40,55,1487,Part,Tail Light Assembly,Reconditioned,1.0,1102.81,,,,1102.81,Replaced,True
397,40,55,1487,Labor,R&I / Replace - Tail Light Assembly,,,,0.37,731.01,Body,268.25,,False
398,40,55,1487,Towing,Flatbed Tow - 16mi,,1.0,218.7,,,,218.7,,False
399,40,55,1487,Administrative Fee,Shop Supplies / Admin Fee,,,88.26,,,,88.26,,False
400,40,55,1487,Sales Tax,Sales Tax (OH 5.75%),,,63.41,,,,63.41,,False
401,41,56,3175,Part,Radiator Support,OEM,1.0,1223.32,,,,1223.32,Repaired,True
402,41,56,3175,Labor,R&I / Replace - Radiator Support,,,,3.17,150.75,Mechanical,477.45,,False
403,41,56,3175,Storage,Storage - 2 days,,2.0,52.61,,,,105.23,,False
404,41,56,3175,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,138.95,,,,138.95,,False
405,41,56,3175,Administrative Fee,Shop Supplies / Admin Fee,,,90.3,,,,90.3,,False
406,41,56,3175,Sales Tax,Sales Tax (TX 6.25%),,,76.46,,,,76.46,,False
407,42,57,1401,Part,Quarter Panel,OEM,1.0,990.01,,,,990.01,Replaced,True
408,42,57,1401,Labor,R&I / Replace - Quarter Panel,,,,14.88,160.6,Frame,2389.66,,False
409,42,57,1401,Paint Labor,Refinish - Quarter Panel,,,,4.61,89.74,Paint,413.64,,False
410,42,57,1401,Paint Materials,Paint Materials - Quarter Panel,,1.0,325.94,,,,325.94,,False
411,42,57,1401,Part,Tail Light Assembly,Aftermarket,1.0,175.64,,,,175.64,Replaced,True
412,42,57,1401,Labor,R&I / Replace - Tail Light Assembly,,,,1.15,110.94,Body,127.96,,False
413,42,57,1401,Part,Rear Bumper Cover,Aftermarket,1.0,428.51,,,,428.51,Replaced,True
414,42,57,1401,Labor,R&I / Replace - Rear Bumper Cover,,,,4.1,95.17,Body,389.93,,False
415,42,57,1401,Paint Labor,Refinish - Rear Bumper Cover,,,,3.66,96.83,Paint,354.04,,False
416,42,57,1401,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,249.23,,,,249.23,,False
417,42,57,1401,Towing,Flatbed Tow - 27mi,,1.0,267.68,,,,267.68,,False
418,42,57,1401,Rental/LOU,Rental Car - 25 days,,25.0,44.93,,,,1123.23,,False
419,42,57,1401,Administrative Fee,Shop Supplies / Admin Fee,,,252.2,,,,252.2,,False
420,42,57,1401,Sales Tax,Sales Tax (NY 8.00%),,,127.53,,,,127.53,,False
421,43,58,6518,Part,Rear Bumper Cover,OEM,1.0,557.76,,,,557.76,Repaired,True
422,43,58,6518,Labor,R&I / Replace - Rear Bumper Cover,,,,1.39,106.98,Body,148.24,,False
423,43,58,6518,Paint Labor,Refinish - Rear Bumper Cover,,,,0.72,99.41,Paint,71.87,,False
424,43,58,6518,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,36.61,,,,36.61,,False
425,43,58,6518,Storage,Storage - 1 days,,1.0,52.98,,,,52.98,,False
426,43,58,6518,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,119.24,,,,119.24,,False
427,43,58,6518,Administrative Fee,Shop Supplies / Admin Fee,,,50.69,,,,50.69,,False
428,43,58,6518,Sales Tax,Sales Tax (NY 8.00%),,,44.62,,,,44.62,,False
429,44,59,2608,Part,Quarter Panel,Aftermarket,1.0,834.11,,,,834.11,Replaced,True
430,44,59,2608,Labor,R&I / Replace - Quarter Panel,,,,15.64,286.69,Frame,4482.89,,False
431,44,59,2608,Paint Labor,Refinish - Quarter Panel,,,,4.86,157.54,Paint,765.59,,False
432,44,59,2608,Paint Materials,Paint Materials - Quarter Panel,,1.0,575.04,,,,575.04,,False
433,44,59,2608,Towing,Flatbed Tow - 26mi,,1.0,304.32,,,,304.32,,False
434,44,59,2608,Administrative Fee,Shop Supplies / Admin Fee,,,32.86,,,,32.86,,False
435,44,59,2608,Sales Tax,Sales Tax (TX 6.25%),,,52.13,,,,52.13,,False
436,45,60,3403,Part,Tail Light Assembly,OEM,1.0,552.86,,,,552.86,Replaced,True
437,45,60,3403,Labor,R&I / Replace - Tail Light Assembly,,,,0.51,85.79,Body,43.34,,False
438,45,60,3403,Part,Rear Bumper Cover,OEM,1.0,1170.57,,,,1170.57,Replaced,True
439,45,60,3403,Labor,R&I / Replace - Rear Bumper Cover,,,,1.51,107.32,Body,161.74,,False
440,45,60,3403,Paint Labor,Refinish - Rear Bumper Cover,,,,1.5,91.62,Paint,137.06,,False
441,45,60,3403,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,92.44,,,,92.44,,False
442,45,60,3403,Part,Windshield,OEM,1.0,1391.41,,,,1391.41,Replaced,True
443,45,60,3403,Labor,R&I / Replace - Windshield,,,,1.01,114.43,Glass,116.01,,False
444,45,60,3403,Rental/LOU,Rental Car - 6 days,,6.0,45.18,,,,271.07,,False
445,45,60,3403,Administrative Fee,Shop Supplies / Admin Fee,,,55.25,,,,55.25,,False
446,45,60,3403,Sales Tax,Sales Tax (NY 8.00%),,,249.19,,,,249.19,,False
447,46,61,1453,Part,Headlight Assembly - Right,Aftermarket,1.0,1665.97,,,,1665.97,Repaired,True
448,46,61,1453,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.36,521.45,Body,187.95,,False
449,46,61,1453,Rental/LOU,Rental Car - 1 days,,1.0,29.11,,,,29.11,,False
450,46,61,1453,Administrative Fee,Shop Supplies / Admin Fee,,,132.68,,,,132.68,,False
451,46,61,1453,Sales Tax,Sales Tax (CA 7.25%),,,120.78,,,,120.78,,False
452,46,62,1453,Part,Front Bumper Cover,OEM,1.0,950.06,,,,950.06,Repaired,True
453,46,62,1453,Labor,R&I / Replace - Front Bumper Cover,,,,1.58,160.39,Body,253.67,,False
454,46,62,1453,Paint Labor,Refinish - Front Bumper Cover,,,,0.61,144.51,Paint,88.81,,False
455,46,62,1453,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,48.64,,,,48.64,,False
456,46,62,1453,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,91.49,,,,91.49,,False
457,46,62,1453,ADAS Calibration,ADAS Calibration - Forward Camera/Radar,,1.0,390.73,,,,390.73,,False
458,46,62,1453,Administrative Fee,Shop Supplies / Admin Fee,,,53.89,,,,53.89,,False
459,46,62,1453,Sales Tax,Sales Tax (CA 7.25%),,,68.88,,,,68.88,,False
460,47,63,5399,Part,Rear Bumper Cover,OEM,1.0,740.92,,,,740.92,Replaced,True
461,47,63,5399,Labor,R&I / Replace - Rear Bumper Cover,,,,2.29,134.32,Body,308.14,,False
462,47,63,5399,Paint Labor,Refinish - Rear Bumper Cover,,,,1.48,128.29,Paint,190.46,,False
463,47,63,5399,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,129.55,,,,129.55,,False
464,47,63,5399,Part,Tail Light Assembly,Aftermarket,1.0,238.64,,,,238.64,Replaced,True
465,47,63,5399,Labor,R&I / Replace - Tail Light Assembly,,,,0.55,138.25,Body,75.85,,False
466,47,63,5399,Towing,Flatbed Tow - 10mi,,1.0,160.52,,,,160.52,,False
467,47,63,5399,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,106.53,,,,106.53,,False
468,47,63,5399,Sales Tax,Sales Tax (IL 6.25%),,,61.22,,,,61.22,,False
469,47,64,5399,Part,Tail Light Assembly,OEM,1.0,1432.14,,,,1432.14,Replaced,True
470,47,64,5399,Labor,R&I / Replace - Tail Light Assembly,,,,0.31,511.63,Body,158.87,,False
471,47,64,5399,Storage,Storage - 4 days,,4.0,55.6,,,,222.39,,False
472,47,64,5399,Rental/LOU,Rental Car - 6 days,,6.0,41.73,,,,250.35,,False
473,47,64,5399,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,95.34,,,,95.34,,False
474,47,64,5399,Administrative Fee,Shop Supplies / Admin Fee,,,80.13,,,,80.13,,False
475,47,64,5399,Sales Tax,Sales Tax (IL 6.25%),,,89.51,,,,89.51,,False
476,47,65,5399,Part,Tail Light Assembly,OEM,1.0,319.27,,,,319.27,Repaired,True
477,47,65,5399,Labor,R&I / Replace - Tail Light Assembly,,,,0.49,107.18,Body,52.31,,False
478,47,65,5399,Part,Quarter Panel,Aftermarket,1.0,698.75,,,,698.75,Replaced,True
479,47,65,5399,Labor,R&I / Replace - Quarter Panel,,,,6.03,195.87,Frame,1180.61,,False
480,47,65,5399,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,132.01,,,,132.01,,False
481,47,65,5399,Administrative Fee,Shop Supplies / Admin Fee,,,118.9,,,,118.9,,False
482,47,65,5399,Sales Tax,Sales Tax (IL 6.25%),,,63.63,,,,63.63,,False
483,48,66,1396,Part,Door Panel - Passenger,Aftermarket,1.0,1352.01,,,,1352.01,Replaced,True
484,48,66,1396,Labor,R&I / Replace - Door Panel - Passenger,,,,4.76,187.9,Body,894.22,,False
485,48,66,1396,Paint Labor,Refinish - Door Panel - Passenger,,,,0.98,171.23,Paint,167.1,,False
486,48,66,1396,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,93.86,,,,93.86,,False
487,48,66,1396,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,117.53,,,,117.53,,False
488,48,66,1396,Administrative Fee,Shop Supplies / Admin Fee,,,192.87,,,,192.87,,False
489,48,66,1396,Sales Tax,Sales Tax (NJ 6.60%),,,89.23,,,,89.23,,False
490,48,67,1396,Part,Front Fender - Right,Aftermarket,1.0,1188.04,,,,1188.04,Replaced,True
491,48,67,1396,Labor,R&I / Replace - Front Fender - Right,,,,1.87,330.77,Body,617.64,,False
492,48,67,1396,Paint Labor,Refinish - Front Fender - Right,,,,1.91,255.97,Paint,488.42,,False
493,48,67,1396,Paint Materials,Paint Materials - Front Fender - Right,,1.0,325.04,,,,325.04,,False
494,48,67,1396,Administrative Fee,Shop Supplies / Admin Fee,,,136.89,,,,136.89,,False
495,48,67,1396,Sales Tax,Sales Tax (NJ 6.60%),,,78.41,,,,78.41,,False
496,49,68,508,Part,Headlight Assembly - Left,OEM,1.0,1285.63,,,,1285.63,Repaired,True
497,49,68,508,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.57,299.24,Body,169.9,,False
498,49,68,508,Part,Grille,Aftermarket,1.0,433.83,,,,433.83,Replaced,True
499,49,68,508,Labor,R&I / Replace - Grille,,,,0.6,268.71,Body,161.36,,False
500,49,68,508,Towing,Flatbed Tow - 4mi,,1.0,111.68,,,,111.68,,False
501,49,68,508,Administrative Fee,Shop Supplies / Admin Fee,,,59.19,,,,59.19,,False
502,49,68,508,Sales Tax,Sales Tax (IL 6.25%),,,107.47,,,,107.47,,False
503,50,69,2057,Part,Door Panel - Driver,OEM,1.0,516.01,,,,516.01,Replaced,True
504,50,69,2057,Labor,R&I / Replace - Door Panel - Driver,,,,2.49,75.16,Body,187.22,,False
505,50,69,2057,Paint Labor,Refinish - Door Panel - Driver,,,,1.29,70.88,Paint,91.77,,False
506,50,69,2057,Paint Materials,Paint Materials - Door Panel - Driver,,1.0,63.58,,,,63.58,,False
507,50,69,2057,Rental/LOU,Rental Car - 3 days,,3.0,53.72,,,,161.17,,False
508,50,69,2057,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,94.2,,,,94.2,,False
509,50,69,2057,Administrative Fee,Shop Supplies / Admin Fee,,,52.67,,,,52.67,,False
510,51,70,6425,Part,Hood,OEM,1.0,287.0,,,,287.0,Replaced,True
511,51,70,6425,Labor,R&I / Replace - Hood,,,,0.88,47.93,Body,41.97,,False
512,51,70,6425,Paint Labor,Refinish - Hood,,,,1.54,42.73,Paint,65.68,,False
513,51,70,6425,Paint Materials,Paint Materials - Hood,,1.0,37.5,,,,37.5,,False
514,51,70,6425,Part,Radiator Support,OEM,1.0,366.13,,,,366.13,Reused,True
515,51,70,6425,Labor,R&I / Replace - Radiator Support,,,,3.6,75.59,Mechanical,272.35,,False
516,51,70,6425,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,103.53,,,,103.53,,False
517,51,70,6425,Administrative Fee,Shop Supplies / Admin Fee,,,84.51,,,,84.51,,False
518,51,71,6425,Part,Front Bumper Cover,OEM,1.0,919.39,,,,919.39,Reused,True
519,51,71,6425,Labor,R&I / Replace - Front Bumper Cover,,,,1.55,179.13,Body,277.36,,False
520,51,71,6425,Paint Labor,Refinish - Front Bumper Cover,,,,0.71,177.22,Paint,125.03,,False
521,51,71,6425,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,77.66,,,,77.66,,False
522,51,71,6425,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,117.93,,,,117.93,,False
523,51,71,6425,Administrative Fee,Shop Supplies / Admin Fee,,,101.58,,,,101.58,,False
524,51,71,6425,Sales Tax,Sales Tax (CA 7.25%),,,66.66,,,,66.66,,False
525,51,72,6425,Part,Front Bumper Cover,OEM,1.0,987.77,,,,987.77,Repaired,True
526,51,72,6425,Labor,R&I / Replace - Front Bumper Cover,,,,1.65,238.29,Body,392.07,,False
527,51,72,6425,Paint Labor,Refinish - Front Bumper Cover,,,,0.6,201.47,Paint,121.61,,False
528,51,72,6425,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,85.85,,,,85.85,,False
529,51,72,6425,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,140.55,,,,140.55,,False
530,51,72,6425,Administrative Fee,Shop Supplies / Admin Fee,,,119.33,,,,119.33,,False
531,51,72,6425,Sales Tax,Sales Tax (CA 7.25%),,,71.61,,,,71.61,,False
532,52,73,485,Part,Quarter Panel,Aftermarket,1.0,1440.37,,,,1440.37,Replaced,True
533,52,73,485,Labor,R&I / Replace - Quarter Panel,,,,6.21,243.97,Frame,1513.93,,False
534,52,73,485,Paint Labor,Refinish - Quarter Panel,,,,1.37,155.6,Paint,213.09,,False
535,52,73,485,Paint Materials,Paint Materials - Quarter Panel,,1.0,158.63,,,,158.63,,False
536,52,73,485,Towing,Flatbed Tow - 22mi,,1.0,234.14,,,,234.14,,False
537,52,73,485,Administrative Fee,Shop Supplies / Admin Fee,,,185.95,,,,185.95,,False
538,52,73,485,Sales Tax,Sales Tax (IL 6.25%),,,90.02,,,,90.02,,False
539,52,74,485,Part,Quarter Panel,Aftermarket,1.0,1354.12,,,,1354.12,Reused,True
540,52,74,485,Labor,R&I / Replace - Quarter Panel,,,,6.19,267.79,Frame,1657.7,,False
541,52,74,485,Paint Labor,Refinish - Quarter Panel,,,,1.18,167.47,Paint,197.91,,False
542,52,74,485,Paint Materials,Paint Materials - Quarter Panel,,1.0,113.17,,,,113.17,,False
543,52,74,485,Towing,Flatbed Tow - 12mi,,1.0,168.42,,,,168.42,,False
544,52,74,485,Administrative Fee,Shop Supplies / Admin Fee,,,123.95,,,,123.95,,False
545,52,74,485,Sales Tax,Sales Tax (IL 6.25%),,,84.63,,,,84.63,,False
