repair_id,claim_id,vehicle_id,repair_shop_contact_id,invoice_amount,estimate_amount,approved_amount,paid_amount,repair_start_date,repair_end_date,damage_severity,liability_percentage,vehicle_year,make,model,claim_severity,loss_cause,incident_state,initial_damage_assessment,point_of_impact,airbags_deployed,weather_conditions,road_conditions,catastrophe_code,loss_date,reported_date,cost_type,cost_category,shop_city,shop_state,reserve_amount,is_repeat_vehicle,vehicle_claim_count
96,68,2732,58,1576.34,1822.68,1510.88,1490.51,2025-06-23,2025-06-26,Minor,73.96518308280679,2009,Chevrolet,Silverado,High,Head-on Collision,IL,Minor,Rear,False,Clear,Dry,,2025-06-21,2025-06-23,Paint,Repair,Buffalo,NY,2063.86,False,1
97,68,2732,58,2785.2261120001363,2810.1399169094534,1669.86,1618.11,2025-06-23,2025-06-26,Minor,73.96518308280679,2009,Chevrolet,Silverado,High,Head-on Collision,IL,Minor,Rear,False,Clear,Dry,,2025-06-21,2025-06-23,Labor,Repair,Buffalo,NY,2063.86,False,1
98,68,2732,58,1745.18,1261.03,1390.44,1403.08,2025-06-23,2025-06-26,Minor,73.96518308280679,2009,Chevrolet,Silverado,High,Head-on Collision,IL,Minor,Rear,False,Clear,Dry,,2025-06-21,2025-06-23,Labor,Repair,Buffalo,NY,2063.86,False,1
99,69,5222,18,2550.79,2126.08,2391.2,2377.52,2025-07-01,2025-07-04,Minor,100.0,2021,BMW,3 Series,Low,Parking Lot Incident,NY,Minor,Driver Side,False,Clear,Icy,,2025-06-23,2025-06-26,Paint,Repair,Orlando,FL,2271.16,False,1
100,70,376,22,11719.18,9914.84,11211.81,11151.87,2026-03-29,2026-04-13,Severe,90.49699835611348,2009,BMW,3 Series,Medium,Rear-end Collision,IL,Severe,Passenger Side,True,Clear,Dry,,2026-03-26,2026-04-03,Paint,Repair,Albany,NY,10472.06,False,1
101,71,2405,16,1958.84,1807.91,1952.62,1891.84,2026-05-07,2026-05-16,Moderate,45.214357658979104,2013,Toyota,Corolla,Medium,Rear-end Collision,TX,Moderate,Front Right Corner,False,Ice,Dry,,2026-04-30,2026-05-09,Parts,Repair,El Paso,TX,2159.23,True,4
102,72,4113,4,2330.6,1889.16,2219.27,2292.66,2025-03-03,2025-03-15,Moderate,64.06649502805382,2023,Toyota,Corolla,Low,Parking Lot Incident,PA,Moderate,Rear Left Corner,False,Rain,Dry,,2025-02-27,2025-02-27,Parts,Supplemental,Austin,TX,2288.04,False,1
103,72,4113,4,1707.46,1619.86,1664.84,1703.75,2025-03-03,2025-03-15,Moderate,64.06649502805382,2023,Toyota,Corolla,Low,Parking Lot Incident,PA,Moderate,Rear Left Corner,False,Rain,Dry,,2025-02-27,2025-02-27,Rental,Repair,Austin,TX,2288.04,False,1
104,73,3620,135,2960.6,3438.51,2896.99,2831.98,2026-01-30,2026-02-14,Severe,90.83234443590624,2013,Hyundai,Elantra,Medium,Side Impact,CA,Severe,Rear Left Corner,True,Clear,Wet,,2026-01-25,2026-01-28,Parts,Repair,Jersey City,NJ,3228.41,False,1
105,74,2936,10,1965.13,2230.35,1760.12,1694.73,2025-02-18,2025-02-26,Moderate,69.81252874064906,2015,Toyota,Camry,High,Parking Lot Incident,FL,Moderate,Front Left Corner,False,Clear,Dry,,2025-02-15,2025-02-16,Parts,Repair,El Paso,TX,2642.78,False,1
106,75,5878,126,7788.064977597903,2648.29,3272.22,3414.09,2026-06-22,2026-06-26,Minor,99.97924152075365,2016,BMW,X5,Low,Rear-end Collision,PA,Minor,Driver Side,False,Clear,Dry,,2026-06-17,2026-06-21,Paint,Supplemental,El Paso,TX,2078.62,False,1
107,76,6305,77,12582.42,11822.7,10963.04,10800.68,2026-02-25,2026-03-24,Total Loss,100.0,2023,Ford,F-150,Low,Side Impact,CA,Total Loss,Rear,True,Fog,Dry,,2026-02-23,2026-03-03,Parts,Repair,Sacramento,CA,11914.96,False,1
108,77,2539,13,15808.850576005703,16536.922040840353,6678.72,6808.79,2025-10-25,2025-11-13,Severe,100.0,2022,Jeep,Grand Cherokee,Medium,Rear-end Collision,NY,Severe,Rear,True,Ice,Wet,,2025-10-18,2025-10-23,Parts,Repair,Durham,NC,5142.24,False,1
109,77,2539,13,6815.05,6859.21,6267.27,6065.81,2025-10-25,2025-11-13,Severe,100.0,2022,Jeep,Grand Cherokee,Medium,Rear-end Collision,NY,Severe,Rear,True,Ice,Wet,,2025-10-18,2025-10-23,Parts,Repair,Durham,NC,5142.24,False,1
110,78,4677,60,2242.78,2655.65,2015.57,1957.97,2026-06-02,2026-06-10,Moderate,71.78590665097448,2022,Jeep,Grand Cherokee,Low,Rear-end Collision,CA,Moderate,Rear Left Corner,False,Clear,Dry,,2026-05-30,2026-05-31,Towing,Repair,Tampa,FL,2435.9,False,1
111,79,1574,59,1433.39,1288.31,1348.04,1309.55,2025-01-23,2025-01-27,Minor,67.90798885921474,2023,Toyota,Camry,Medium,Rear-end Collision,NY,Minor,Rear,False,Rain,Dry,,2025-01-16,2025-01-25,Parts,Repair,Newark,NJ,1673.67,False,1
112,80,2838,37,2617.09,2329.7,2283.5,2238.21,2025-11-26,2025-12-02,Moderate,82.96890252590936,2023,Honda,Civic,Medium,Side Impact,PA,Moderate,Rear,False,Snow,Under Construction,,2025-11-22,2025-11-29,Parts,Repair,Springfield,IL,2314.18,False,1
113,81,487,188,2604.23,3013.88,2259.53,2401.42,2026-01-24,2026-01-30,Minor,91.32750401702542,2008,Mercedes-Benz,C-Class,Medium,Head-on Collision,IL,Minor,Passenger Side,False,Clear,Icy,,2026-01-22,2026-01-24,Towing,Repair,Toledo,OH,1892.86,False,1
114,82,1068,134,3616.9,2928.38,3338.32,3441.87,2026-05-19,2026-06-08,Severe,91.9676134801796,2013,Honda,Civic,Low,Rear-end Collision,NY,Severe,Rear Right Corner,True,Clear,Wet,,2026-05-16,2026-05-21,Labor,Repair,Austin,TX,3904.47,False,1
115,82,1068,134,3182.53,4527.79,2973.28,3091.35,2026-05-19,2026-06-08,Severe,91.9676134801796,2013,Honda,Civic,Low,Rear-end Collision,NY,Severe,Rear Right Corner,True,Clear,Wet,,2026-05-16,2026-05-21,Paint,Repair,Austin,TX,3904.47,False,1
116,83,2443,218,6101.73,8159.46,5825.21,5755.98,2026-01-12,2026-02-14,Total Loss,100.0,2013,Toyota,Corolla,Medium,Parking Lot Incident,CA,Severe,Front Right Corner,True,Clear,Under Construction,,2026-01-08,2026-01-10,Paint,Repair,Erie,PA,1979.76,False,1
117,83,2443,218,5655.03,6304.82,5250.7,5125.85,2026-01-12,2026-02-14,Total Loss,100.0,2013,Toyota,Corolla,Medium,Parking Lot Incident,CA,Severe,Front Right Corner,True,Clear,Under Construction,,2026-01-08,2026-01-10,Labor,Repair,Erie,PA,1979.76,False,1
118,84,4599,216,2836.07,4131.95,2634.62,2584.32,2025-08-05,2025-08-20,Severe,61.1411715716643,2024,Ford,Focus,Medium,Side Impact,NY,Severe,Front Left Corner,False,Wind,Dry,,2025-08-02,2025-08-08,Parts,Repair,Fresno,CA,3093.05,False,1
119,85,3961,65,4307.37,4050.95,3990.55,3804.87,2025-11-01,2025-11-10,Moderate,100.0,2012,BMW,X5,Low,Head-on Collision,NY,Severe,Rear Right Corner,False,Clear,Dry,,2025-10-29,2025-11-07,Labor,Repair,Jersey City,NJ,9910.46,False,1
120,85,3961,65,4378.28,3667.38,3990.32,4008.94,2025-11-01,2025-11-10,Moderate,100.0,2012,BMW,X5,Low,Head-on Collision,NY,Severe,Rear Right Corner,False,Clear,Dry,,2025-10-29,2025-11-07,Paint,Repair,Jersey City,NJ,9910.46,False,1
121,86,407,197,1074.75,909.13,1044.52,1036.64,2026-01-07,2026-01-08,Minor,65.38386768113759,2013,Nissan,Altima,Low,Hit and Run,CA,Moderate,Rear,False,Clear,Dry,,2026-01-02,2026-01-03,Parts,Repair,Sacramento,CA,957.35,True,4
122,87,2131,94,4318.38,4881.2,4159.21,4179.35,2025-12-08,2025-12-12,Moderate,74.13712360682567,2021,BMW,X5,Medium,Side Impact,NJ,Moderate,Rear Right Corner,False,Clear,Dry,,2025-11-29,2025-12-01,Towing,Repair,Austin,TX,3868.8,False,1
123,88,2932,129,1204.65,779.8,1140.1,1171.87,2025-02-20,2025-02-21,Minor,100.0,2022,Honda,Civic,Medium,Rear-end Collision,NY,Minor,Rear Right Corner,False,Clear,Dry,,2025-02-16,2025-02-25,Labor,Repair,Erie,PA,681.29,False,1
124,89,1679,1,1909.35,2348.05,1638.67,1691.51,2025-04-09,2025-04-20,Moderate,100.0,2013,Subaru,Outback,Low,Side Impact,NC,Moderate,Rear Left Corner,False,Clear,Dry,,2025-04-07,2025-04-14,Labor,Repair,Savannah,GA,1683.12,False,1
125,90,1832,134,5721.37,6215.28,5610.39,5608.97,2025-08-29,2025-09-27,Total Loss,100.0,2010,Nissan,Altima,Medium,Rear-end Collision,NY,Total Loss,Front Right Corner,True,Clear,Wet,,2025-08-22,2025-08-23,Labor,Repair,Austin,TX,8893.32,False,1
126,91,2218,42,3065.41,4110.06,2722.63,2725.75,2026-02-04,2026-02-09,Moderate,61.01322161349872,2017,Honda,CR-V,Medium,Rear-end Collision,PA,Moderate,Front,False,Clear,Wet,,2026-02-01,2026-02-07,Labor,Repair,Durham,NC,2070.92,False,1
127,92,5710,170,1972.96,2122.09,1793.66,1670.52,2026-03-29,2026-04-07,Moderate,100.0,2011,Toyota,Camry,High,Hit and Run,CA,Moderate,Rear Left Corner,False,Clear,Dry,,2026-03-23,2026-03-26,Parts,Repair,Erie,PA,2267.4,False,1
128,93,909,86,2457.04,2399.03,2172.76,2235.17,2025-07-18,2025-07-31,Moderate,89.69432437758343,2017,Jeep,Grand Cherokee,High,Head-on Collision,TX,Moderate,Rear Right Corner,False,Clear,Dry,,2025-07-10,2025-07-18,Parts,Repair,Austin,TX,3564.74,True,6
129,93,909,86,2150.41,2703.16,2069.37,2033.31,2025-07-18,2025-07-31,Moderate,89.69432437758343,2017,Jeep,Grand Cherokee,High,Head-on Collision,TX,Moderate,Rear Right Corner,False,Clear,Dry,,2025-07-10,2025-07-18,Paint,Repair,Austin,TX,3564.74,True,6
130,94,6141,184,2748.15,1993.09,2577.0,2585.64,2025-09-22,2025-09-24,Minor,78.62764589464933,2025,Tesla,Model 3,High,Rear-end Collision,TX,Minor,Front Left Corner,False,Clear,Dry,,2025-09-18,2025-09-18,Paint,Supplemental,Newark,NJ,2393.35,False,1
131,94,6141,184,2139.59,2504.79,2177.54,2161.5,2025-09-22,2025-09-24,Minor,78.62764589464933,2025,Tesla,Model 3,High,Rear-end Collision,TX,Minor,Front Left Corner,False,Clear,Dry,,2025-09-18,2025-09-18,Parts,Repair,Newark,NJ,2393.35,False,1
132,95,41,79,810.38,943.26,791.18,847.11,2025-04-23,2025-04-26,Minor,87.45592385435684,2010,Hyundai,Elantra,Low,Rear-end Collision,IL,Minor,Rear Right Corner,False,Rain,Dry,,2025-04-21,2025-04-21,Rental,Repair,Erie,PA,751.83,False,1
133,96,3464,62,834.31,669.63,760.71,752.45,2025-07-21,2025-07-23,Minor,69.59126768033535,2024,Toyota,Corolla,Low,Head-on Collision,NJ,Minor,Front Left Corner,False,Rain,Dry,,2025-07-12,2025-07-16,Parts,Repair,Jersey City,NJ,741.86,False,1
134,97,6627,160,4787.82,3680.26,4910.77,4666.83,2026-03-12,2026-03-31,Severe,59.98533454666754,2013,Nissan,Altima,Low,Rear-end Collision,NY,Severe,Front,False,Clear,Wet,,2026-03-10,2026-03-17,Towing,Repair,Raleigh,NC,3858.41,False,1
135,98,1610,142,3292.9923388723105,3327.573390700153,1523.34,1486.06,2025-12-27,2026-01-06,Moderate,60.16161894310477,2008,Hyundai,Elantra,Low,Rear-end Collision,OH,Moderate,Front Left Corner,True,Clear,Dry,,2025-12-19,2025-12-27,Labor,Repair,Albany,NY,1736.54,True,4
136,98,1610,142,1830.9,1870.87,1756.74,1797.57,2025-12-27,2026-01-06,Moderate,60.16161894310477,2008,Hyundai,Elantra,Low,Rear-end Collision,OH,Moderate,Front Left Corner,True,Clear,Dry,,2025-12-19,2025-12-27,Paint,Repair,Albany,NY,1736.54,True,4
137,99,3610,197,10582.53,12738.41,10232.0,10417.74,2026-01-08,2026-02-03,Total Loss,77.78136240396086,2013,Jeep,Grand Cherokee,Low,Rear-end Collision,IL,Total Loss,Driver Side,True,Snow,Dry,,2025-12-31,2026-01-03,Parts,Repair,Sacramento,CA,11729.36,False,1
138,100,2325,144,4073.98,4083.3,3970.98,3840.12,2025-03-20,2025-04-11,Severe,65.48856653206573,2020,Nissan,Altima,Low,Rear-end Collision,NY,Severe,Front,False,Rain,Dry,,2025-03-11,2025-03-14,Parts,Repair,Sacramento,CA,3985.89,False,1
139,100,2325,144,4568.14,3827.23,4326.94,4514.36,2025-03-20,2025-04-11,Severe,65.48856653206573,2020,Nissan,Altima,Low,Rear-end Collision,NY,Severe,Front,False,Rain,Dry,,2025-03-11,2025-03-14,Labor,Repair,Sacramento,CA,3985.89,False,1
140,100,2325,144,4946.81,4056.63,4889.54,4874.58,2025-03-20,2025-04-11,Severe,65.48856653206573,2020,Nissan,Altima,Low,Rear-end Collision,NY,Severe,Front,False,Rain,Dry,,2025-03-11,2025-03-14,Labor,Repair,Sacramento,CA,3985.89,False,1
141,101,3520,114,4705.55,6191.1,4842.62,4939.65,2025-11-26,2025-12-15,Severe,71.2979711306372,2009,Nissan,Altima,Medium,Side Impact,TX,Severe,Driver Side,True,Ice,Icy,,2025-11-24,2025-12-01,Parts,Repair,Jersey City,NJ,2660.02,True,3
142,102,583,167,14781.14,12115.37,14784.44,14188.4,2025-08-02,2025-09-02,Total Loss,53.1943835532153,2009,Mercedes-Benz,C-Class,Low,Rear-end Collision,CA,Total Loss,Front Left Corner,True,Clear,Under Construction,,2025-07-31,2025-08-08,Parts,Repair,Columbus,OH,18116.77,False,1
143,103,2433,114,1056.37,1042.39,976.03,975.67,2025-02-20,2025-02-23,Minor,93.774424503924,2015,Hyundai,Elantra,Medium,Hit and Run,CA,Moderate,Rear,False,Rain,Dry,,2025-02-17,2025-02-22,Labor,Repair,Jersey City,NJ,2265.92,False,1
144,104,5863,156,2201.43,1086.07,2044.3,2045.74,2026-02-04,2026-02-08,Moderate,27.23839039513869,2009,Honda,Civic,High,Rear-end Collision,OH,Minor,Rear Left Corner,False,Clear,Wet,,2026-02-02,2026-02-09,Labor,Repair,Austin,TX,1006.48,True,3
145,105,1959,35,1295.84,1418.65,1158.11,1127.03,2026-02-22,2026-02-23,Minor,68.7670759123735,2025,Toyota,Corolla,Low,Side Impact,CA,Minor,Front,False,Rain,Debris,,2026-02-14,2026-02-14,Towing,Repair,Sacramento,CA,1454.86,False,1
146,106,5638,77,1497.81,1717.03,1430.13,1402.62,2026-05-14,2026-05-18,Minor,87.8687756787999,2024,Honda,CR-V,Low,Parking Lot Incident,PA,Minor,Front,False,Clear,Wet,,2026-05-06,2026-05-14,Labor,Repair,Sacramento,CA,711.24,False,1
147,107,3700,37,1485.33,1593.98,1426.74,1420.41,2025-08-12,2025-08-23,Moderate,100.0,2022,Hyundai,Elantra,Low,Parking Lot Incident,NJ,Moderate,Front Right Corner,False,Clear,Dry,,2025-08-05,2025-08-06,Labor,Repair,Springfield,IL,1881.02,True,4
148,108,596,98,1484.65,1329.18,1439.04,1395.73,2025-12-20,2025-12-23,Minor,86.22117104063388,2021,Honda,CR-V,Medium,Rear-end Collision,NY,Moderate,Driver Side,False,Clear,Dry,,2025-12-15,2025-12-23,Towing,Repair,Newark,NJ,2748.8,False,1
149,108,596,98,1609.67,1148.96,1631.94,1631.34,2025-12-20,2025-12-23,Minor,86.22117104063388,2021,Honda,CR-V,Medium,Rear-end Collision,NY,Moderate,Driver Side,False,Clear,Dry,,2025-12-15,2025-12-23,Labor,Repair,Newark,NJ,2748.8,False,1
150,109,2961,21,2417.68,3209.04,2386.55,2515.13,2025-10-17,2025-10-29,Moderate,73.01900630613187,2011,Subaru,Outback,Medium,Rear-end Collision,GA,Moderate,Passenger Side,False,Clear,Dry,,2025-10-11,2025-10-20,Labor,Repair,Springfield,IL,3313.1,False,1
151,109,2961,21,2244.14,2486.67,2095.6,2055.25,2025-10-17,2025-10-29,Moderate,73.01900630613187,2011,Subaru,Outback,Medium,Rear-end Collision,GA,Moderate,Passenger Side,False,Clear,Dry,,2025-10-11,2025-10-20,Labor,Repair,Springfield,IL,3313.1,False,1
152,109,2961,21,2700.55,2890.53,2557.67,2548.79,2025-10-17,2025-10-29,Moderate,73.01900630613187,2011,Subaru,Outback,Medium,Rear-end Collision,GA,Moderate,Passenger Side,False,Clear,Dry,,2025-10-11,2025-10-20,Paint,Repair,Springfield,IL,3313.1,False,1
153,110,5411,23,2319.92,1946.08,2083.57,2052.61,2025-03-08,2025-03-18,Moderate,86.62252571472382,2024,Subaru,Outback,Low,Rear-end Collision,NY,Moderate,Front Left Corner,False,Clear,Dry,,2025-02-28,2025-03-08,Parts,Repair,El Paso,TX,2957.39,False,1
154,111,1645,201,6466.87,5845.58,6190.39,6134.13,2025-12-27,2026-01-30,Total Loss,79.78373850106743,2025,Ford,Focus,Medium,Side Impact,NY,Severe,Front Right Corner,True,Snow,Wet,,2025-12-23,2025-12-30,Parts,Repair,Fresno,CA,3179.05,False,1
155,112,1480,204,1777.7,1308.08,1648.59,1553.88,2025-03-14,2025-03-24,Moderate,100.0,2025,Ford,Focus,Medium,Hit and Run,NJ,Moderate,Passenger Side,False,Clear,Wet,,2025-03-11,2025-03-19,Paint,Repair,Albany,NY,1701.05,False,1
156,113,4591,212,3301.52,3537.18,3281.32,3204.8,2025-05-09,2025-05-26,Severe,68.30776463011887,2020,Hyundai,Elantra,High,Side Impact,IL,Severe,Rear Right Corner,True,Ice,Dry,,2025-04-30,2025-05-05,Parts,Repair,Jersey City,NJ,3667.3,False,1
157,114,4097,70,1208.01,1071.4,1045.89,1023.53,2025-03-25,2025-03-28,Minor,88.74233721232696,2015,Chevrolet,Silverado,Medium,Rollover,PA,Minor,Rear Left Corner,False,Clear,Dry,,2025-03-21,2025-03-28,Parts,Repair,Springfield,IL,969.32,False,1
158,114,4097,70,1105.19,1170.52,1154.6,1116.41,2025-03-25,2025-03-28,Minor,88.74233721232696,2015,Chevrolet,Silverado,Medium,Rollover,PA,Minor,Rear Left Corner,False,Clear,Dry,,2025-03-21,2025-03-28,Labor,Repair,Springfield,IL,969.32,False,1
159,114,4097,70,1717.37,1162.78,1616.74,1638.78,2025-03-25,2025-03-28,Minor,88.74233721232696,2015,Chevrolet,Silverado,Medium,Rollover,PA,Minor,Rear Left Corner,False,Clear,Dry,,2025-03-21,2025-03-28,Towing,Supplemental,Springfield,IL,969.32,False,1
160,115,5000,191,2324.61,1429.01,2238.54,2279.4,2025-02-03,2025-02-16,Moderate,66.86232071870529,2025,Honda,Civic,Low,Parking Lot Incident,CA,Moderate,Rear Left Corner,False,Clear,Dry,,2025-01-28,2025-01-30,Parts,Supplemental,Newark,NJ,2208.68,False,1
161,115,5000,191,2202.9857173198247,2544.769583749684,1328.71,1752.5420133449816,2025-02-03,2025-02-16,Moderate,66.86232071870529,2025,Honda,Civic,Low,Parking Lot Incident,CA,Moderate,Rear Left Corner,False,Clear,Dry,,2025-01-28,2025-01-30,Labor,Repair,Newark,NJ,2208.68,False,1
162,116,2064,100,4304.4,5128.48,3682.78,3780.43,2026-06-25,2026-07-11,Severe,86.86415133280845,2017,Honda,Civic,Low,Parking Lot Incident,NY,Severe,Passenger Side,True,Clear,Dry,,2026-06-18,2026-06-27,Labor,Repair,Albany,NY,3313.37,False,1
163,117,2878,7,1624.06,1291.77,1444.9,1382.29,2025-05-12,2025-05-15,Minor,98.20382416676394,2020,Subaru,Outback,Low,Rear-end Collision,FL,Minor,Front Right Corner,False,Clear,Wet,,2025-05-10,2025-05-18,Labor,Repair,Albany,NY,706.3,False,1
164,118,4500,61,913.76,1057.75,836.14,833.32,2026-05-12,2026-05-19,Minor,50.28368183104089,2011,Honda,Civic,Medium,Rollover,FL,Minor,Front Left Corner,False,Rain,Dry,,2026-05-03,2026-05-06,Labor,Repair,Peoria,IL,516.02,False,1
165,119,3631,75,2039.39,1723.57,1993.74,1956.7,2025-05-19,2025-05-28,Minor,93.87260823854946,2015,Mercedes-Benz,C-Class,Low,Rear-end Collision,NJ,Minor,Front Left Corner,False,Wind,Under Construction,,2025-05-16,2025-05-24,Parts,Repair,Macon,GA,2650.93,False,1
166,120,5881,52,1916.4,1365.52,1724.49,1621.86,2025-04-18,2025-04-27,Moderate,91.21634048270984,2017,Toyota,Corolla,Medium,Rear-end Collision,NJ,Moderate,Rear Right Corner,False,Ice,Debris,,2025-04-11,2025-04-15,Towing,Supplemental,Buffalo,NY,1869.88,False,1
167,121,1562,12,7760.45,10070.69,7565.57,7320.53,2026-01-19,2026-02-08,Severe,76.96221664084679,2022,BMW,3 Series,Medium,Parking Lot Incident,GA,Severe,Rear,True,Rain,Dry,,2026-01-14,2026-01-18,Parts,Repair,El Paso,TX,10321.69,False,1
168,121,1562,12,11773.78,9707.75,12182.54,12051.98,2026-01-19,2026-02-08,Severe,76.96221664084679,2022,BMW,3 Series,Medium,Parking Lot Incident,GA,Severe,Rear,True,Rain,Dry,,2026-01-14,2026-01-18,Parts,Repair,El Paso,TX,10321.69,False,1
169,121,1562,12,11663.25,10102.32,10395.11,10716.02,2026-01-19,2026-02-08,Severe,76.96221664084679,2022,BMW,3 Series,Medium,Parking Lot Incident,GA,Severe,Rear,True,Rain,Dry,,2026-01-14,2026-01-18,Parts,Repair,El Paso,TX,10321.69,False,1
170,122,5208,109,846.22,769.79,865.57,868.69,2025-01-12,2025-01-13,Minor,69.14878055141864,2025,Hyundai,Elantra,Low,Side Impact,TX,Minor,Front Left Corner,False,Snow,Dry,,2025-01-05,2025-01-13,Parts,Repair,El Paso,TX,862.68,False,1
171,123,3368,46,1260.07,1299.9,1272.87,1253.4,2025-01-23,2025-01-27,Minor,76.32941747290158,2017,Toyota,Camry,Low,Rollover,CA,Minor,Driver Side,False,Clear,Icy,,2025-01-19,2025-01-24,Parts,Repair,Newark,NJ,757.5,False,1
172,123,3368,46,1410.22,1373.64,1373.74,1328.01,2025-01-23,2025-01-27,Minor,76.32941747290158,2017,Toyota,Camry,Low,Rollover,CA,Minor,Driver Side,False,Clear,Icy,,2025-01-19,2025-01-24,Parts,Repair,Newark,NJ,757.5,False,1
173,123,3368,46,1949.4793704777755,1295.9964927645028,1250.35,1635.2622825803237,2025-01-23,2025-01-27,Minor,76.32941747290158,2017,Toyota,Camry,Low,Rollover,CA,Minor,Driver Side,False,Clear,Icy,,2025-01-19,2025-01-24,Labor,Repair,Newark,NJ,757.5,False,1
174,124,710,45,2781.773162459431,1239.58,991.91,994.48,2025-02-11,2025-02-12,Minor,81.87956676882258,2008,Subaru,Outback,Medium,Rear-end Collision,PA,Minor,Front Right Corner,False,Snow,Dry,,2025-02-05,2025-02-09,Paint,Repair,Jersey City,NJ,1073.54,False,1
175,125,6174,71,4227.33,4662.03,4107.68,4179.86,2025-10-20,2025-11-05,Severe,74.74951126858106,2022,Subaru,Outback,Medium,Side Impact,NJ,Severe,Rear Right Corner,False,Ice,Wet,,2025-10-11,2025-10-14,Parts,Repair,Buffalo,NY,5280.2,False,1
176,125,6174,71,4229.84,4304.71,3954.39,3928.26,2025-10-20,2025-11-05,Severe,74.74951126858106,2022,Subaru,Outback,Medium,Side Impact,NJ,Severe,Rear Right Corner,False,Ice,Wet,,2025-10-11,2025-10-14,Towing,Repair,Buffalo,NY,5280.2,False,1
177,126,3550,77,5881.55,5032.33,5128.12,5280.72,2025-01-19,2025-02-08,Severe,55.17033338038911,2017,Toyota,Camry,High,Head-on Collision,CA,Severe,Rear Right Corner,True,Snow,Dry,,2025-01-11,2025-01-13,Parts,Supplemental,Sacramento,CA,3791.71,False,1
178,127,4335,81,2554.25,3217.11,2501.7,2412.0,2025-01-27,2025-02-07,Moderate,91.12664214795544,2016,Honda,CR-V,Low,Side Impact,PA,Moderate,Rear,False,Clear,Dry,,2025-01-19,2025-01-19,Paint,Repair,Jersey City,NJ,2752.18,False,1
179,128,4746,204,1278.24,830.87,1206.76,1192.81,2025-10-26,2025-10-31,Minor,89.73245139325996,2017,Toyota,Corolla,Low,Hit and Run,IL,Moderate,Front Right Corner,False,Wind,Wet,,2025-10-21,2025-10-26,Paint,Supplemental,Albany,NY,2281.51,False,1
180,129,397,90,1046.95,1277.2,1006.25,1058.01,2026-03-25,2026-03-28,Minor,100.0,2022,Toyota,Camry,Low,Side Impact,CA,Minor,Driver Side,False,Clear,Wet,,2026-03-19,2026-03-26,Parts,Repair,Savannah,GA,1340.93,False,1
181,129,397,90,1327.55,923.59,1232.57,1257.33,2026-03-25,2026-03-28,Minor,100.0,2022,Toyota,Camry,Low,Side Impact,CA,Minor,Driver Side,False,Clear,Wet,,2026-03-19,2026-03-26,Rental,Repair,Savannah,GA,1340.93,False,1
182,130,1826,43,2406.49,1923.41,2382.38,2411.19,2025-03-05,2025-03-12,Moderate,86.6561595881658,2017,Ford,F-150,Low,Rear-end Collision,NJ,Moderate,Front Left Corner,False,Clear,Dry,,2025-02-26,2025-02-27,Paint,Repair,El Paso,TX,3504.57,False,1
183,131,762,33,1902.81,2121.45,1721.72,1715.51,2025-10-23,2025-11-02,Moderate,39.53487193027546,2024,Toyota,Camry,Low,Rear-end Collision,NY,Moderate,Front Left Corner,False,Clear,Dry,,2025-10-16,2025-10-16,Paint,Repair,Jersey City,NJ,2710.2,True,4
184,132,1686,200,1715.83,1412.4,1706.72,1634.95,2025-07-09,2025-07-19,Moderate,100.0,2008,Nissan,Altima,Low,Rear-end Collision,OH,Moderate,Rear Left Corner,False,Rain,Dry,,2025-07-05,2025-07-05,Parts,Repair,Orlando,FL,1803.47,False,1
185,133,2393,143,661.53,800.66,622.65,590.27,2025-12-11,2025-12-17,Minor,100.0,2016,Hyundai,Elantra,Medium,Rear-end Collision,IL,Minor,Rear Left Corner,False,Clear,Dry,,2025-12-07,2025-12-07,Parts,Repair,Buffalo,NY,913.7,False,1
186,133,2393,143,631.1,626.98,584.72,591.84,2025-12-11,2025-12-17,Minor,100.0,2016,Hyundai,Elantra,Medium,Rear-end Collision,IL,Minor,Rear Left Corner,False,Clear,Dry,,2025-12-07,2025-12-07,Labor,Repair,Buffalo,NY,913.7,False,1
187,134,601,147,3011.13,3471.03,2484.05,2446.43,2025-02-16,2025-02-23,Moderate,87.65142204567968,2014,Subaru,Outback,Low,Hit and Run,CA,Severe,Rear,False,Clear,Dry,,2025-02-10,2025-02-17,Administrative,Repair,Tampa,FL,4216.12,False,1
188,135,6469,87,2287.52,2353.63,2209.13,2133.3,2026-05-19,2026-05-26,Moderate,100.0,2022,Toyota,Camry,Medium,Parking Lot Incident,NJ,Moderate,Front Left Corner,True,Rain,Wet,,2026-05-14,2026-05-23,Labor,Repair,Tampa,FL,2952.83,False,1
